question_id,question_txt,question_opt,question_opt_status,table_uid,table_url,table_intro,score,status_evaluate,question
cfd274e6f1fcc6ab,What department is the location in where the opponent of George Augustus Vaughn Jr. was a double seater reconnaissance biplane in WW 1 ?,The opponent of George Augustus Vaughn Jr. was a double seater reconnaissance biplane in WW 1 in the department of,success,George_Augustus_Vaughn._Jr._0,https://en.wikipedia.org/wiki/George_Augustus_Vaughn_Jr.,"George Augustus Vaughn Jr. (May 20, 1897 - July 31, 1989) was an American fighter ace in World War I and Distinguished Service Cross, Britain's Distinguished Flying Cross, and Silver Star recipient. Vaughn was America's second-ranking Air Service ace to survive the war.",0.9,success,The opponent of George Augustus Vaughn Jr. was a double seater reconnaissance biplane in WW 1 in the department of
6e4c3ff7e2eb1d28,The Argentinian Primera B Metropolitana club in the city that won the 1969 Metropolitano plays in what division ?,The division in which the Argentinian Primera B Metropolitana club in the city that won the 1969 Metropolitano plays is,success,List_of_football_clubs_in_Argentina_2,https://en.wikipedia.org/wiki/List_of_football_clubs_in_Argentina,"This is a non-exhaustive list of football clubs in Argentina, which is ordered according to the division they currently play in. There are two national divisions in Argentina (Primera Division and Primera B Nacional). Below this level, leagues are split between those for clubs directly affiliated to the Argentine Football Association (mainly clubs from Greater Buenos Aires, but also some from the rest of the Buenos Aires Province and the Santa Fe Province), and those affiliated indirectly through their local leagues to the Association (covering the rest of the country). Clubs below the Primera B Nacional who are directly affiliated play in the Primera B Metropolitana, Primera C and Primera D, while those indirectly affiliated play in the Argentino A, Argentino B and Argentino C. 
 These leagues make up the first five tiers of Argentine football. Below the fifth tier, there are various regional leagues for clubs indirectly affiliated. On the other hand, clubs directly affiliated have no league below the fifth (Primera D), therefore a club relegated from the Primera D has to spend one year without playing (disaffiliated).",0.8,success,The division in which the Argentinian Primera B Metropolitana club in the city that won the 1969 Metropolitano plays is
c325073596b90404,Which nation participating in the 2018 Emerging Nations World Championship had the lowest RLIF rank number ?,The nation participating in the 2018 Emerging Nations World Championship with the lowest RLIF rank number was,success,2018_Emerging_Nations_World_Championship_0,https://en.wikipedia.org/wiki/2018_Emerging_Nations_World_Championship,"The 2018 Emerging Nations World Championship (ENWC) was a rugby league tournament held for Tier Two and Tier Three nations, the third edition of the Rugby League Emerging Nations Tournament.",0.9,success,The nation participating in the 2018 Emerging Nations World Championship with the lowest RLIF rank number was
2ec999e25f74925f,What is Spain 's oldest sporting club solely devoted to football with a 2014–15 Fenerbahçe S.K . season result F-A of 0-2 ?,Spain's oldest sporting club solely devoted to football with a 2014–15 Fenerbahçe S.K. season result F-A of 0-2 is,success,2014–15_Fenerbahçe_S.K._season_7,https://en.wikipedia.org/wiki/2014–15_Fenerbahçe_S.K._season,The 2014-15 season is Fenerbahçe's 57th consecutive season in the Süper Lig and their 107th year in existence.,0.9,success,Spain's oldest sporting club solely devoted to football with a 2014–15 Fenerbahçe S.K. season result F-A of 0-2 is
fec7be5ae9d6a165,How many millions have a subscription to the primary channel of the YouTube personality person with the Youtube username MoreAliA ?,A subscription to the primary channel of the YouTube personality person with the Youtube username MoreAliA has millions.,success,List_of_YouTube_personalities_0,https://en.wikipedia.org/wiki/List_of_YouTubers,This is a list of YouTubers. YouTubers are people mostly known for their work on YouTube across various notable channels.,0.8,success,A subscription to the primary channel of the YouTube personality person with the Youtube username MoreAliA has millions.
86d2ab8434ba97af,Which television show starring Trevor Eyster was based on a 1986 book by Steve Slavkin and Thomas Hill ?,The television show starring Trevor Eyster that was based on a 1986 book by Steve Slavkin and Thomas Hill was,success,Trevor_Eyster_0,https://en.wikipedia.org/wiki/Trevor_Eyster,"Trevor Eyster, formerly known as Tim Eyster, is an American actor. He is best known for his role as Eugene Sponge Harris on the television program Salute Your Shorts, which aired from 1991 to 1992 on Nickelodeon. The role garnered him a Young Artist Award nomination for Best Young Actor Co-Starring in a Cable Series.",1.0,success,The television show starring Trevor Eyster that was based on a 1986 book by Steve Slavkin and Thomas Hill was
e24420af76d04d3a,How many residents does the capital city of the country represented by the 2015 Kangaroo Cup single 's player to finally retire in Sept 2017 have ?,The capital city of the country represented by the 2015 Kangaroo Cup single's player to finally retire in Sept 2017 has how many residents?,success,2015_Kangaroo_Cup_0,https://en.wikipedia.org/wiki/2015_Kangaroo_Cup,"The 2015 Kangaroo Cup was a professional tennis tournament played on outdoor hard courts. It was the nineteenth edition of the tournament and part of the 2015 ITF Women's Circuit, offering a total of $75,000 in prize money. It took place in Gifu, Japan, on 27 April-3 May 2015.",1.0,success,The capital city of the country represented by the 2015 Kangaroo Cup single's player to finally retire in Sept 2017 has how many residents?
1e0254d8e81e0e91,What town was the manager born in whose 2019 Campeonato Mineiro club is nicknamed Raposa ?,The manager was born in the town whose 2019 Campeonato Mineiro club is nicknamed Raposa.,success,2019_Campeonato_Mineiro_0,https://en.wikipedia.org/wiki/2019_Campeonato_Mineiro,"The 2019 Campeonato Mineiro was the 104th season of Mineiro's top professional football league. The competition began on January 19 and ended on April 3. Cruzeiro are the defending champions, having won their 37th title by defeating Atlético.",0.9,success,The manager was born in the town whose 2019 Campeonato Mineiro club is nicknamed Raposa.
90b0d5dcf0eaf6b5,"By what nickname is the network that broadcast the ViacomCBS television program , Canon , sometimes known ?","The network that broadcast the ViacomCBS television program , Canon , is sometimes known by the nickname",success,List_of_ViacomCBS_television_programs_28,https://en.wikipedia.org/wiki/List_of_ViacomCBS_television_programs,"This is a list of television series produced and/or owned by ViacomCBS' brands, including Paramount Television Studios, CBS Television Studios, CBS Television Distribution, CBS News, and ViacomCBS media networks. This list also includes shows produced or distributed by ViacomCBS' predecessor companies, including CBS Productions, Viacom Productions/Enterprises, the older incarnation of Paramount Television, Rysher Entertainment, Republic Pictures Television, Worldvision Enterprises/Taft Entertainment, Group W Productions, KingWorld, Desilu Productions and Spelling Television.",0.9,success,"The network that broadcast the ViacomCBS television program , Canon , is sometimes known by the nickname"
6dc0dc143d118cf9,By what name is the protected area in the Philippines located in Camarines Sur also known as ?,The protected area in the Philippines located in Camarines Sur is also known as,success,List_of_protected_areas_of_the_Philippines_3,https://en.wikipedia.org/wiki/List_of_protected_areas_of_the_Philippines,"This is a list of protected areas of the Philippines administered by the Department of Environment and Natural Resources' Biodiversity Management Bureau under the National Integrated Protected Areas System (NIPAS) Act of 1992. As of 2013, there are 240 protected areas in the Philippines covering a total area of 54,500 square kilometres (21,000 sq mi) - 14.2% of the Philippines' total area.",0.9,success,The protected area in the Philippines located in Camarines Sur is also known as
22bbba6f447c6100,"Who is the CEO of the European Organisation for the Exploitation of Meteorological Satellites member in the country that covers 94,000 square miles ?","The CEO of the European Organisation for the Exploitation of Meteorological Satellites member in the country that covers 94,000 square miles is",success,EUMETSAT_0,https://en.wikipedia.org/wiki/European_Organisation_for_the_Exploitation_of_Meteorological_Satellites,"The European Organisation for the Exploitation of Meteorological Satellites (EUMETSAT) is an intergovernmental organisation created through an international convention agreed by a current total of 30 European Member States. EUMETSAT's primary objective is to establish, maintain and exploit European systems of operational meteorological satellites. EUMETSAT is responsible for the launch and operation of the satellites and for delivering satellite data to end-users as well as contributing to the operational monitoring of climate and the detection of global climate changes. The activities of EUMETSAT contribute to a global meteorological satellite observing system coordinated with other space-faring nations. Satellite observations are an essential input to numerical weather prediction systems and also assist the human forecaster in the diagnosis of potentially hazardous weather developments. Of growing importance is the capacity of weather satellites to gather long-term measurements from space in support of climate change studies. EUMETSAT is not part of the European Union, but became a signatory to the International Charter on Space and Major Disasters in 2012, thus providing for the global charitable use of its space assets.",0.9,success,"The CEO of the European Organisation for the Exploitation of Meteorological Satellites member in the country that covers 94,000 square miles is"
1237c7721cff750f,"What year was the club that competed in Danish first division in 2018/19 , with a stadium capacity of 9,566 founded ?","The club that competed in Danish first division in 2018/19, with a stadium capacity of 9,566, was founded in",success,2018–19_Danish_1st_Division_0,https://en.wikipedia.org/wiki/2018–19_Danish_1st_Division,"The 2018-19 Danish 1st Division season is the 23rd season of the Danish 1st Division league championship, governed by the Danish Football Association. The division-champion will be promoted to the 2019-20 Danish Superliga, while the runners-up and the third placed team will face promotion playoffs. The teams in 11th and 12th places are relegated to the 2019-20 Danish 2nd Divisions.",0.8,success,"The club that competed in Danish first division in 2018/19, with a stadium capacity of 9,566, was founded in"
88738d6628b72c0a,Is 20th Century Fox or Walt Disney Pictures the creative studio behind the most highest grossing film of Singapore ?,The creative studio behind the most highest grossing film of Singapore is either 20th Century Fox or Walt Disney Pictures.,success,List_of_highest-grossing_films_in_Singapore_16,https://en.wikipedia.org/wiki/List_of_highest-grossing_films_in_Singapore,Below is a list of the all-time top-grossing films in Singapore (based on total receipts to December 2011) in Singapore dollars:,0.8,success,The creative studio behind the most highest grossing film of Singapore is either 20th Century Fox or Walt Disney Pictures.
a49aa9dfa22788d7,What is the notability of the person associated with RMIT who was succeeded by Denis Napthine ?,The person associated with RMIT who was succeeded by Denis Napthine has the notability of,success,List_of_alumni_and_faculty_of_the_Royal_Melbourne_Institute_of_Technology_11,https://en.wikipedia.org/wiki/List_of_Royal_Melbourne_Institute_of_Technology_people,"This is a list of Royal Melbourne Institute of Technology people. This list of people includes alumni as well as current and former students and faculty of the Australian (RMIT University) and Vietnamese (RMIT University Vietnam) branches of the Royal Melbourne Institute of Technology (RMIT). It also includes alumni as well as former students and faculty from its antecedents: Melbourne Technical College (MTC) and Working Men's College (WMC); amalgamations with: Emily McPherson College of Domestic Economy (EMC), Melbourne College of Decoration, Melbourne College of Printing and Graphic Art and Melbourne College of Textiles; and merger with Phillip Institute of Technology (PIT).",0.8,success,The person associated with RMIT who was succeeded by Denis Napthine has the notability of
81ff50f4edc36641,Who is the head coach of the 2016 USC Trojans football team whose father was also a coach ?,The head coach of the 2016 USC Trojans football team whose father was also a coach is,success,2016_USC_Trojans_football_team_0,https://en.wikipedia.org/wiki/2016_USC_Trojans_football_team,"The 2016 USC Trojans football team represented the University of Southern California in the 2016 NCAA Division I FBS football season. They played their home games at the Los Angeles Memorial Coliseum as part of the South Division of the Pac-12 Conference. They were led by head coach Clay Helton in his first full season after replacing Steve Sarkisian in the sixth game of the 2015 season. They finished the season 10-3, 7-2 in Pac-12 play to finish in second place in the South Division. They were invited to the Rose Bowl where they defeated Big 10 conference champion Penn State.",1.0,success,The head coach of the 2016 USC Trojans football team whose father was also a coach is
b0c5459df30d4e24,What is the title for the Taiwanese television series where Jin Chao-chun plays a Chinese politician who was born in the year 1090 ?,The title for the Taiwanese television series where Jin Chao-chun plays a Chinese politician who was born in the year 1090 is,success,Jin_Chao-chun_1,https://en.wikipedia.org/wiki/Jin_Chao-chun,"Jin Chao-chun (Chinese: 金超群; born on 26 November 1951) is a Golden Bell Award-winning Taiwanese actor who achieved regional fame in East Asia and Southeast Asia for his portrayal of the ancient Chinese official Bao Zheng in the 1993 TV series Justice Bao. By 2012 he has portrayed Bao Zheng in over 700 episodes of television series produced in Taiwan, Hong Kong, Mainland China and Singapore. In 1997, he financed the construction of Chao-chun Film Studio in Qingdao, China to film Bao Zheng-related television drama.",0.9,success,The title for the Taiwanese television series where Jin Chao-chun plays a Chinese politician who was born in the year 1090 is
4c0e497260eba456,"Who did the music of the NHL FaceOff installment game title whose cover athlete was born on July 5 , 1969 ?","The music of the NHL FaceOff installment game title whose cover athlete was born on July 5, 1969 was done by",success,NHL_FaceOff_0,https://en.wikipedia.org/wiki/NHL_FaceOff,"NHL FaceOff is a video game series published by Sony Computer Entertainment and based on the National Hockey League. Originally released for the PlayStation, the game spawned many sequels for both the PlayStation and PlayStation 2, with the last one being released in 2002. It was one of the original SCEA sports games series for the PlayStation, along with NBA ShootOut, NFL GameDay, NCAA GameBreaker and ESPN Extreme Games (later renamed the Xtreme Games series). The first game was released in North America in 1995. The game featured multiplayer. Platforms: PlayStation, PlayStation 2
The series was later succeeded by Gretzky NHL 2005.",0.8,success,"The music of the NHL FaceOff installment game title whose cover athlete was born on July 5, 1969 was done by"
982c752a969a1be0,How many students constituted the largest graduating class of the San Fernando region school located at 42145 30th St. West ?,The largest graduating class of the San Fernando region school located at 42145 30th St. West constituted how many students.,success,San_Fernando_Pastoral_Region_6,https://en.wikipedia.org/wiki/San_Fernando_Pastoral_Region,"The San Fernando Pastoral Region is a pastoral region of the Archdiocese of Los Angeles in the Roman Catholic Church. It covers the San Fernando, Santa Clarita, and Antelope Valleys. The current regional auxiliary bishop is Bishop Joseph V. Brennan. The Region has 54 parishes, 12 high schools, 2 hospitals, and 1 Spanish Mission.",0.9,success,The largest graduating class of the San Fernando region school located at 42145 30th St. West constituted how many students.
599e9228178abbc7,What river is near the location of the Belarusian Premier League football club from the city of Barysaw ?,The river near the location of the Belarusian Premier League football club from the city of Barysaw is,success,2012_Belarusian_Premier_League_0,https://en.wikipedia.org/wiki/2012_Belarusian_Premier_League,"The 2012 Belarusian Premier League is the 22nd season of top-tier football in Belarus. It began on 24 March 2012 and ended on 25 November 2012. BATE Borisov were the defending champions, having won their 8th league title last year.",0.8,success,The river near the location of the Belarusian Premier League football club from the city of Barysaw is
48065341e145ed0f,What is the full name of the earliest player of the month of the year ?,The full name of the earliest player of the month of the year is,success,SJPF_Segunda_Liga_Player_of_the_Month_0,https://en.wikipedia.org/wiki/SJPF_Segunda_Liga_Player_of_the_Month,"The SJPF Segunda Liga Player of the Month (often called Second League Player of the Month) is an association football award that recognizes the best Segunda Liga player each month of the season and is conceived by the SJPF (syndicate of professional football players). The award has been presented since the 2010-11 season and the recipient is based on individual scores assigned by the three national sports dailies, A Bola, Record, and O Jogo. Miguel Rosa has won the award most on different eight occasions. Prior to the start 2012-13 Segunda Liga season, the SJPF announced that the SJPF Segunda Liga Player of the Month award would be awarded to a player on a bimonthly status with one player receiving an award for two months of football that have been played. The awards would be awarded during the following periods:",0.2,success,What is the full name of the earliest player of the month of the year ?
c541ff211d5b3a3e,"What is the network that internationally airs `` Boss '' whose country has a total area of 385,207 square kilometres ( 148,729 sq mi ) ?","The network that internationally airs `` Boss '' whose country has a total area of 385,207 square kilometres ( 148,729 sq mi ) is",success,Boss_TV_series_0,https://en.wikipedia.org/wiki/Boss_(TV_series),"Boss is an American political drama television serial created by Farhad Safinia. The series stars Kelsey Grammer as Tom Kane, the mayor of Chicago, who has recently been diagnosed with dementia with Lewy bodies, a degenerative neurological disorder. The series was broadcast in the United States on the premium television service Starz and was produced by Category 5 Entertainment, Grammnet Productions and Lionsgate Television. On September 27, 2011, before the series premiered, Starz announced that Boss had been renewed for a second season of ten episodes. The first season premiered on October 21, 2011 and the second season premiered on August 17, 2012. On November 20, 2012, it was announced that Starz had cancelled the show. A film was discussed to finish the show's storylines, but those plans were cancelled after series creator Farhad Safinia declined to move forward with the project.",0.9,success,"The network that internationally airs `` Boss '' whose country has a total area of 385,207 square kilometres ( 148,729 sq mi ) is"
224f6942bc82c770,What valley contains the Filipino natural park with the most area ?,The Filipino natural park with the most area is located in which valley?,success,List_of_protected_areas_of_the_Philippines_0,https://en.wikipedia.org/wiki/List_of_protected_areas_of_the_Philippines,"This is a list of protected areas of the Philippines administered by the Department of Environment and Natural Resources' Biodiversity Management Bureau under the National Integrated Protected Areas System (NIPAS) Act of 1992. As of 2013, there are 240 protected areas in the Philippines covering a total area of 54,500 square kilometres (21,000 sq mi) - 14.2% of the Philippines' total area.",0.8,success,The Filipino natural park with the most area is located in which valley?
174dfb5a00bc1ee9,The engine manufacturer with the most Belgian Grand Prix wins is from what country ?,The engine manufacturer with the most Belgian Grand Prix wins is from,success,Belgian_Grand_Prix_2,https://en.wikipedia.org/wiki/Belgian_Grand_Prix,"The Belgian Grand Prix (Dutch: Grote Prijs van België; French: Grand Prix de Belgique; German: Großer Preis von Belgien) is an automobile race, part of the Formula One World Championship. The first national race of Belgium was held in 1925 at the Spa region's race course, an area of the country that had been associated with motor sport since the very early years of racing. To accommodate Grand Prix motor racing, the Circuit de Spa-Francorchamps race course was built in 1921 but until 1924 it was used only for motorcycle racing. After the 1923 success of the new 24 hours of Le Mans in France, the Spa 24 Hours, a similar 24-hour endurance race, was run at the Spa track. Since its inception, Spa-Francorchamps has been known for its unpredictable weather. At one stage in its history it had rained at the Belgian Grand Prix for twenty years in a row. Frequently drivers confront a part of the course that is clear and bright while another stretch is rainy and slippery. The Belgian Grand Prix was designated the European Grand Prix six times between 1925 and 1973, when this title was an honorary designation given each year to one Grand Prix race in Europe. It is one of the most popular races on the Formula One calendar, due to the scenic and historical Spa-Francorchamps circuit being a favourite of drivers and fans.",0.8,success,The engine manufacturer with the most Belgian Grand Prix wins is from
